18,17,18,16,17,17,16,16,18,17,16,16,15,16,15,16
18,20,18,19,19,18,19,18,17,18,18,17,17,16,16,15
16,17,16,16,17,17,16,16,16,16,15,16,16,15,16,16
18,18,19,19,18,19,18,18,18,18,17,18,16,18,17,27
17,16,17,17,16,17,17,16,17,16,16,16,16,18,16,23
15,18,17,18,18,18,18,17,17,16,17,17,17,21,17,21
16,17,16,15,16,17,16,17,16,16,16,15,17,17,16,17
17,17,17,17,20,17,17,17,17,19,16,15,20,18,17,22
15,16,16,16,16,16,16,16,16,17,15,16,18,16,16,16
16,16,16,17,18,16,16,16,16,18,16,16,21,16,17,18
15,16,17,15,16,16,16,16,16,15,16,16,16,15,16,16
16,16,16,16,17,17,17,15,16,17,16,16,16,22,16,16
16,16,16,16,16,17,15,16,16,16,16,16,16,16,17,15
16,16,16,17,16,16,16,18,16,16,17,17,17,18,18,16
15,16,16,17,16,16,15,16,16,15,16,16,16,15,16,16
15,15,16,16,16,16,16,15,17,15,16,16,17,17,16,16
