17,17,17,16,17,17,16,16,18,18,17,16,16,16,16,16
19,20,19,18,19,19,17,19,19,17,16,17,18,15,17,16
17,17,16,16,16,17,17,17,16,16,17,16,16,16,17,16
19,18,20,18,18,19,18,17,17,17,17,20,15,18,16,27
16,17,17,15,17,17,17,16,16,16,17,15,16,19,16,23
18,17,17,17,18,18,19,18,17,17,16,17,17,22,16,22
16,16,16,17,16,16,16,16,16,16,16,17,17,17,16,17
16,16,17,17,19,16,17,17,17,17,16,16,21,19,16,22
16,15,16,16,18,16,17,16,16,16,16,17,17,15,16,16
16,18,18,16,19,16,16,15,15,16,18,17,19,16,17,17
16,16,17,15,16,16,15,15,16,15,16,16,16,16,16,16
16,17,18,16,18,17,16,16,17,16,17,17,16,22,17,15
16,16,17,16,16,17,16,16,16,16,16,16,16,16,16,16
16,16,15,17,16,16,16,19,16,16,16,16,16,19,17,16
16,15,16,16,16,16,15,16,15,17,16,16,17,16,16,16
15,15,16,16,16,17,16,16,17,16,17,17,15,18,16,15
