16,16,18,18,18,18,17,18,17,16,17,17,16,16,16,17
17,17,21,20,20,20,20,19,22,18,15,18,16,18,16,17
16,17,16,17,17,16,17,17,16,17,17,17,17,16,16,16
16,16,16,18,21,19,18,18,18,18,17,17,15,16,17,25
16,15,17,15,17,17,17,17,15,16,16,16,16,18,16,19
17,17,19,18,18,18,18,18,19,18,16,16,17,19,16,21
16,17,16,16,17,16,16,17,16,16,16,16,16,16,16,17
16,17,18,18,18,18,17,19,17,18,17,16,19,18,17,20
16,16,17,16,17,16,16,17,16,16,15,16,16,16,16,16
16,19,17,17,18,16,15,17,16,16,16,16,19,17,16,16
16,16,17,16,16,17,16,16,16,16,15,17,16,15,16,16
17,18,17,16,18,16,17,16,16,17,17,17,16,17,16,17
16,15,16,16,16,16,15,16,16,16,16,16,16,16,17,16
16,16,17,17,17,16,15,18,16,16,18,15,17,17,16,15
16,16,16,15,15,16,15,16,16,16,16,16,17,16,16,16
16,16,16,16,15,17,16,17,17,16,16,15,16,18,18,15
