18,18,18,16,16,18,17,16,18,18,16,17,17,17,16,16
21,21,20,17,18,17,18,19,19,19,17,18,18,17,16,17
17,16,16,16,16,17,17,17,17,17,15,16,15,15,16,17
20,20,17,17,17,16,19,19,17,18,18,18,17,16,16,27
17,16,15,16,16,16,17,16,16,16,17,16,16,19,16,24
19,17,17,17,16,16,18,18,17,17,18,17,16,22,15,20
16,15,15,16,17,16,17,16,17,17,16,17,16,17,15,15
18,16,15,17,17,17,17,18,16,16,16,17,18,18,16,18
16,16,16,16,17,16,16,16,17,16,16,16,17,16,16,15
16,17,15,17,17,16,16,17,15,16,16,17,19,16,15,16
16,17,16,17,16,16,15,16,16,16,15,16,16,16,16,17
16,19,15,16,16,16,16,17,16,16,17,17,15,17,15,16
16,17,16,16,16,16,16,17,16,16,16,16,16,16,16,15
16,16,16,16,16,16,16,16,18,16,17,17,17,16,17,16
16,15,16,16,16,16,16,16,16,16,15,16,16,16,16,16
16,16,15,18,16,17,16,17,16,16,17,17,16,17,16,17
