17,17,16,17,16,16,17,16,17,16,16,17,16,16,16,16
18,18,19,18,18,17,18,17,17,16,17,17,16,16,16,16
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
18,16,18,17,17,17,17,16,17,16,18,18,16,16,16,24
16,16,16,16,16,16,16,16,16,16,16,16,16,17,16,20
17,17,17,17,17,17,17,17,16,16,17,16,16,20,16,20
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17
16,16,17,16,17,17,17,17,16,16,16,16,18,18,17,19
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
16,16,16,17,18,15,16,16,16,16,17,16,19,16,17,16
16,16,17,16,16,16,16,16,16,16,15,16,16,16,16,16
16,17,16,16,17,16,16,16,16,16,17,17,16,19,16,17
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
16,16,16,17,16,16,16,17,16,16,16,16,16,16,17,16
15,15,16,16,16,16,16,15,16,16,16,16,16,15,16,16
16,16,16,16,16,16,16,16,16,15,17,16,16,17,16,16
