17,17,16,16,17,16,16,16,17,16,17,16,16,16,16,16
19,19,17,17,18,18,19,17,18,17,17,17,16,17,16,16
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
18,17,17,17,18,17,18,17,17,16,17,18,16,17,16,24
16,16,16,16,16,16,16,16,16,16,16,16,16,17,15,22
17,17,18,17,18,17,18,17,17,16,16,16,16,20,16,21
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17
16,16,17,16,18,17,17,16,17,16,16,16,19,19,16,18
16,16,16,16,16,16,16,16,16,16,16,16,17,16,16,15
16,16,17,16,17,16,15,16,16,16,17,17,19,16,17,17
16,16,17,16,16,16,16,16,15,16,16,16,16,16,16,16
16,17,16,16,17,16,16,16,16,16,17,17,16,20,16,17
16,16,16,16,16,15,15,16,16,16,16,16,16,16,16,16
16,16,16,16,16,15,16,17,16,16,16,16,16,16,17,16
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
16,16,16,16,16,16,16,16,16,16,16,16,16,17,16,16
